provider_id,holding_company,technology_code,technology_code_desc,unit_count_res,unit_count_bus
190080,City of Bellevue,50,Fiber to the Premises,1021,388
190083,City of Coffeyville,50,Fiber to the Premises,347,347
190084,City of Glenwood Springs,50,Fiber to the Premises,6070,6070
190085,City of Hawarden,40,Cable,1240,401
190086,City of Holyoke Gas & Electric Department,50,Fiber to the Premises,23,310
190089,City of Williamstown,40,Cable,2542,2263
190093,Cloud Alliance LLC,72,LBR Fixed Wireless,2980,2965
190096,Coldwater Board of Public Utilities,40,Cable,13640,13640
190101,Community Cable Television Agency of O'Brien County,40,Cable,4863,1681
190102,Community Telecom Services,40,Cable,4406,92
190103,"Computer Dynamics of NW Illinois, LLC",70,Unlicensed Fixed Wireless,45778,45778
190107,ConnectTo Communications Inc.,10,Copper,197864,6995
190123,"DigitalPath, Inc.",70,Unlicensed Fixed Wireless,580658,580658
190126,Douglas Electric Cooperative Inc.,40,Cable,68045,77065
190131,Easton Utilities Commission,40,Cable,15476,15476
190134,"Electric Power Board of Chattanooga, Tennessee",50,Fiber to the Premises,192128,192128
190139,"e-Polk, Inc.",50,Fiber to the Premises,9313,4529
190146,"FastTrack Communications, Inc.",10,Copper,14,917
190155,"Fisher Wireless Services, Inc.",70,Unlicensed Fixed Wireless,68,68
190163,"Fulair, LLC",70,Unlicensed Fixed Wireless,21497,21258
190169,"Geneva On-Line, Inc.",50,Fiber to the Premises,2541,1110
190172,Golden Rain Foundation,40,Cable,21400,0
190180,Grundy Center Municipal Light & Power,40,Cable,1241,193
190181,Haefele TV Inc.,40,Cable,15127,15127
190182,"Harlan Community Television, Inc.",40,Cable,19248,6174
190184,Henderson Municipal Power & Light,50,Fiber to the Premises,12945,12945
190187,"Electric Plant Board of the City of Hopkinsville, Kentucky",50,Fiber to the Premises,35102,4637
190188,Hudson Valley Wireless,72,LBR Fixed Wireless,245327,245278
190208,"JB-Nets, LLC",50,Fiber to the Premises,17385,17385
190211,"Joink, LLC",50,Fiber to the Premises,68300,68300
190219,Lafayette City Parish Consolidated Government,50,Fiber to the Premises,91123,22614
190223,Lenox Municipal Utilities,50,Fiber to the Premises,751,751
190227,InstarAGF,50,Fiber to the Premises,90,1797
190233,"Hilliary Communications, LLC",10,Copper,135527,135527
190236,"Mercury Broadband, LLC",50,Fiber to the Premises,940971,202957
190244,Minnesota Valley Television Improvement Corporation,70,Unlicensed Fixed Wireless,30958,30958
190256,Foremost Telecommunications Corporation,10,Copper,0,600155
190265,Nittany Media Inc.,70,Unlicensed Fixed Wireless,1988,1988
190275,Oak Run Associates Ltd.,40,Cable,4541,21
190280,"Optivon, LLC",10,Copper,0,874
190281,"OTZ Telephone Cooperative, Inc.",10,Copper,2824,2824
190282,Owensboro Municipal Utilities,50,Fiber to the Premises,16925,26370
190284,Pacific Data Systems,10,Copper,47305,3498
190290,"Peerless Network Holdings, Inc.",0,Other,0,359
190303,Public Utility District No. 1 of Douglas County,10,Copper,18282,18282
190304,Pulaski Electric System,50,Fiber to the Premises,9238,9238
190305,"Quantum Telecommunications, Inc.",50,Fiber to the Premises,9290,13518
190308,Cable TV of East Alabama,40,Cable,50020,50020
190311,Razzolink Inc.,70,Unlicensed Fixed Wireless,256966,256966
190312,"RB3, LLC",40,Cable,19313,19313
190313,Rebeltec Communications LLC,50,Fiber to the Premises,13282,13098
190323,Savage Communications Inc.,40,Cable,31858,31858
190335,"Southern Ohio Communication Services, Inc.",50,Fiber to the Premises,23009,23009
190336,Southern Tier Wireless,70,Unlicensed Fixed Wireless,55742,55741
190341,"Eagle Internet Services, LLC",70,Unlicensed Fixed Wireless,100,100
190349,"Syringa Networks, LLC",50,Fiber to the Premises,0,197841
190365,"Tel-Star Cablevision, Inc.",40,Cable,6543,0
190367,The Utilities Board of the City of Sylacauga,50,Fiber to the Premises,6218,1868
190380,"Troy Cablevision, Inc.",10,Copper,5854,5854
190405,Westfield Gas & Electric,50,Fiber to the Premises,32620,32620
190406,Westgate Communications LLC,70,Unlicensed Fixed Wireless,114,12
190410,"IdeaTek Telcom, LLC",10,Copper,182472,182414
190425,"Sonic Telecom, LLC",50,Fiber to the Premises,634396,641827
190428,"San Carlos Apache Telecommunications Utility, Inc.",10,Copper,2746,2746
190429,Barbourville Utility Commission,50,Fiber to the Premises,4256,4256
190431,City Utilities of Springfield,50,Fiber to the Premises,0,118302
190435,"Citynet, LLC",50,Fiber to the Premises,20438,52492
190501,4 SIWI LLC,50,Fiber to the Premises,22869,22869
190504,Allo Communications LLC,50,Fiber to the Premises,558165,558165
190506,"Cyber Mesa Computer Systems, Inc.",10,Copper,1272,360
190508,"Atlantech Online, Inc.",50,Fiber to the Premises,0,4499
200006,"Blip Networks, LLC",70,Unlicensed Fixed Wireless,11287,11287
200008,"BendTel, Inc.",50,Fiber to the Premises,2713,2713
200014,Cogent Communications Group,50,Fiber to the Premises,0,18108
200019,"Express Dial Internet, Inc.",70,Unlicensed Fixed Wireless,6603,6437
200041,"Raw Bandwidth Communications, Inc.",10,Copper,1310,1310
200057,"Orcas Online, Inc.",50,Fiber to the Premises,859,859
210001,3 Rooms Communications LLC,50,Fiber to the Premises,104861,104861
210018,"Cherry Capital Connection, LLC",10,Copper,4051,4066
210019,City of Wilson,50,Fiber to the Premises,33732,33732
210042,Imagine Networks,10,Copper,2869,0
210046,"JCMM Ventures, LLC",70,Unlicensed Fixed Wireless,205,205
210061,"Pavlov Media, Inc.",50,Fiber to the Premises,136319,209139
210080,Traer Municipal Utilities,50,Fiber to the Premises,78,14
210087,Wintek Corporation,50,Fiber to the Premises,20043,20043
210090,Richmond Telephone Company LLC,10,Copper,882,56
210092,C&W Communications,70,Unlicensed Fixed Wireless,35728,3623
210101,Xchange Telecom Corp.,10,Copper,131899,131899
210105,LVWifi.com,70,Unlicensed Fixed Wireless,291,291
220001,PTI Pacifica Inc.,10,Copper,48664,50350
220005,"Allied Telecom Group, LLC",10,Copper,0,9689
220007,BreezeAir Networks LLC,50,Fiber to the Premises,2237,1483
220008,Bayou Cable Inc.,40,Cable,3161,3161
220015,"CellTex Networks, LLC",72,LBR Fixed Wireless,47324,47324
220016,City of Morganton,40,Cable,7177,1452
220027,"Fourway Computer Products, Inc.",50,Fiber to the Premises,4300,4300
220028,Full Service Network LP,10,Copper,0,292
220031,"IsoFusion, Inc.",50,Fiber to the Premises,90502,90502
220046,NTInet Inc.,50,Fiber to the Premises,1265,280
220048,"Netwurx, LLC",50,Fiber to the Premises,25483,7282
220052,"QCOL, Inc.",50,Fiber to the Premises,15495,15495
220058,Rocky Ridge Wireless,70,Unlicensed Fixed Wireless,727,35
220066,Seimitsu Corporation,50,Fiber to the Premises,3151,3151
220069,City of Valparaiso,40,Cable,1736,12
220071,Vogtmann Engineering Inc.,40,Cable,2859,68
220073,Mountain West Technologies Corporation,50,Fiber to the Premises,103176,103176
220078,Crystal Broadband Networks,40,Cable,8326,8326
220079,Blue Mountain Networks LLC,10,Copper,105022,102493
230006,City of Chanute Kansas,50,Fiber to the Premises,3574,449
230008,"Computer Office Solutions, Inc./Negia, Inc.",70,Unlicensed Fixed Wireless,0,43457
230011,"Cyberdyne Networks, Inc.",72,LBR Fixed Wireless,17188,17188
230021,"Ind. Co. Cable TV, Inc.",40,Cable,11478,11478
230022,Intermart Inc.,70,Unlicensed Fixed Wireless,260014,260014
230025,"Konceptio Data Services, LLC",50,Fiber to the Premises,41686,41734
230036,"Rebus Communications, LLC",70,Unlicensed Fixed Wireless,6244,6244
230043,Southeast Colorado Power Association,50,Fiber to the Premises,146665,146665
230050,"USFon, Inc.",10,Copper,32,2
230051,Utah Telecommunication Open Infrastructure Agency,50,Fiber to the Premises,287682,287682
230056,"Xclutel, LLC",10,Copper,0,211
230062,"Hillbilly Wireless Internet, Inc.",50,Fiber to the Premises,33818,24597
240006,"BalsamWest FiberNET, LLC",50,Fiber to the Premises,5751,1942
240009,Bolt Internet Inc.,70,Unlicensed Fixed Wireless,102440,102440
240012,Bryan Municipal Utilties,50,Fiber to the Premises,0,5141
240014,"CalNeva Broadband, LLC",40,Cable,7693,7693
240017,Chaparral Holding Corporation,40,Cable,320551,82772
240022,CND Acquisition Corp.,40,Cable,9416,7083
240025,"Community Antenna System, Inc.",40,Cable,1292,474
240031,Davis Communications Inc.,40,Cable,5219,593
240032,DayStarr LLC,50,Fiber to the Premises,13174,13174
240035,"Fast-Air Internet, Inc.",70,Unlicensed Fixed Wireless,4522,4192
240037,Fort Pierce Utilities Authority,50,Fiber to the Premises,1833,1871
240038,Frank Howard TV Cable Inc.,40,Cable,3718,3718
240041,Google LLC,50,Fiber to the Premises,2495521,229804
240044,Highland Communication Services,50,Fiber to the Premises,5218,5218
240046,"Hughes Computer Services, Inc.",70,Unlicensed Fixed Wireless,313,0
240056,LTD Broadband LLC,50,Fiber to the Premises,840729,823535
240058,Mid-Hudson Cablevision,40,Cable,66201,65773
240061,Montana Opticom LLC,50,Fiber to the Premises,35855,35855
240062,"Mountain Communications, LLC",50,Fiber to the Premises,4980,4980
240063,Murray Electric System,40,Cable,10750,12234
240064,Nelson County Cablevision Corp.,50,Fiber to the Premises,3779,3779
240065,"Nelsonville TV Cable, Inc.",40,Cable,12732,12732
240068,"Neu Ventures, Inc.",40,Cable,14014,14014
240081,Reinbeck Municipal Telecommunications Utility,40,Cable,2377,556
240085,Scottsboro Electric Power Board,40,Cable,14844,14844
240090,"Stowe Communications, LLC",40,Cable,8076,8076
240102,Jefferson County Cable,40,Cable,15562,15562
240109,Montana Internet Corporation,50,Fiber to the Premises,54425,54425
240110,"Public Utility District of Grant County, Washington",50,Fiber to the Premises,41708,8777
240119,Transtelco Holding,50,Fiber to the Premises,0,188
250003,"360 Communications, LLC (OR & WA)",70,Unlicensed Fixed Wireless,20703,20703
250014,"Arbuckle Communications, LLC",70,Unlicensed Fixed Wireless,51204,51204
250027,City of Lebanon Utilities,50,Fiber to the Premises,10892,10898
250028,"Collins Communications, LLC",70,Unlicensed Fixed Wireless,30974,30974
250053,"Lobo Internet Services, Ltd.",70,Unlicensed Fixed Wireless,429622,429622
250066,"Ridgetop Networks, LLC",10,Copper,1476,1476
250069,Satellite Operations Inc.,40,Cable,2504,2504
250070,Servpac Inc.,10,Copper,0,5393
250081,"Urban Communications, Inc.",70,Unlicensed Fixed Wireless,3386,1817
250085,"Wireless Data Net, LLC",50,Fiber to the Premises,10594,10594
250090,Wyoming.Com,50,Fiber to the Premises,42781,42664
250099,Resonance Broadband LLC,70,Unlicensed Fixed Wireless,4001,4001
250102,Rural Farm Networks LLC,70,Unlicensed Fixed Wireless,282,0
260000,"Farmers Telecommunications Cooperative, Inc.",50,Fiber to the Premises,42915,42915
260003,Bertram Communications LLC,50,Fiber to the Premises,849760,849760
260007,City of Burbank/Burbank Water and Power,50,Fiber to the Premises,0,882
260009,Columbia Power and Water Systems,40,Cable,23171,1443
260010,"MiFiber Holding, LLC",40,Cable,277063,277063
260016,Digi Comm Enterprises LLC,70,Unlicensed Fixed Wireless,38250,38250
260017,District of Columbia Government/Office of the Chief Technology Officer,50,Fiber to the Premises,0,456
260019,"G5 Internet, LLC",50,Fiber to the Premises,2705,2705
260025,Broadband on Demand LLC,70,Unlicensed Fixed Wireless,44693,44693
260042,Roller Network LLC,10,Copper,0,60
260049,SMR Communications,40,Cable,1029,1029
260051,Spry Wireless Communications Inc.,70,Unlicensed Fixed Wireless,23159,23159
260052,Succeed.Net,50,Fiber to the Premises,300629,297297
260056,Total Highspeed LLC,50,Fiber to the Premises,421506,421506
260062,WVVA.net Inc.,50,Fiber to the Premises,23513,6570
260068,"SnowCloud Services, LLC",71,Licensed Fixed Wireless,6235,6235
260069,Spanish Fork City,40,Cable,28814,28814
260070,Warm Springs Telecommunications Company,70,Unlicensed Fixed Wireless,1136,1136
270002,1 Point Communications,50,Fiber to the Premises,42,14
270011,"Alyrica Networks, Inc.",10,Copper,337442,336825
270012,Aristotle Unified Communications Inc.,50,Fiber to the Premises,74234,74234
270014,Bowling Green Municipal Utilities,50,Fiber to the Premises,0,2780
270016,Bethesda Wireless LLC,50,Fiber to the Premises,1361,30
270020,"Cal.net, Inc.",50,Fiber to the Premises,1481292,1481292
270023,"City of Richmond, Indiana",50,Fiber to the Premises,8,7195
270024,City of Wyandotte,40,Cable,23234,23234
270025,"ClearSKY Systems, Inc.",70,Unlicensed Fixed Wireless,56782,56782
270027,Columbia Energy LLC,50,Fiber to the Premises,30278,30278
270045,Getwireless.net,50,Fiber to the Premises,2765,0
270051,"Impulse Internet Services, LLC",50,Fiber to the Premises,5,38
270061,Maxwire Inc.,70,Unlicensed Fixed Wireless,13065,13065
270063,"MontanaSky Networks, Inc.",50,Fiber to the Premises,21385,21385
270065,Noize Communications LLC,70,Unlicensed Fixed Wireless,14709,14709
270074,"Skywave Wireless, Inc.",50,Fiber to the Premises,11716,11716
270076,"Sonic Spectrum, Inc.",50,Fiber to the Premises,16699,16699
270077,SonicNet Inc.,50,Fiber to the Premises,1961,225
270084,TC LLC,40,Cable,2153,2153
270090,CG Computer Works LLC,50,Fiber to the Premises,28352,6574
270096,"Velocity Broadband Internet, Inc.",70,Unlicensed Fixed Wireless,3379,3379
270099,"Western Communications, Inc.",70,Unlicensed Fixed Wireless,84,84
270101,"WireFree Communications, Inc.",70,Unlicensed Fixed Wireless,42331,42331
270102,X1 Communications Inc.,70,Unlicensed Fixed Wireless,12439,12439
270115,Webhiway Communications LLC,70,Unlicensed Fixed Wireless,141,9
280001,Cogeco Cable Holdings II Inc.,40,Cable,1875125,574442
280004,"Air Link Rural Broadband, LLC",50,Fiber to the Premises,49244,49244
280005,Aureon Network Services Inc.,10,Copper,598,1577
280010,Borough of Kutztown,50,Fiber to the Premises,2734,2734
280011,"James Bouse Enterprises, LLC",50,Fiber to the Premises,12818,12818
280014,City of Longmont,50,Fiber to the Premises,46879,46879
280017,"Co-Mo Electric Cooperative, Inc.",50,Fiber to the Premises,59554,59554
280020,"Eastern Shore Communications, LLC",50,Fiber to the Premises,15402,15402
280024,FractalVision,70,Unlicensed Fixed Wireless,1222,1222
280035,Mile High Networks,72,LBR Fixed Wireless,0,71834
280046,"Professional Satellite Services, Inc.",70,Unlicensed Fixed Wireless,1148,1148
280047,"Rayfield Communications, Inc.",70,Unlicensed Fixed Wireless,1234,571
280052,"San Juan Cable, Inc.",40,Cable,2527,2527
280057,"Tekify, LLC",50,Fiber to the Premises,242638,242638
280063,Veloxnet Inc.,50,Fiber to the Premises,659,590
280067,"Rural Connect, LLC",70,Unlicensed Fixed Wireless,115,14
280069,ZMP Holding Company,50,Fiber to the Premises,2249,2723
280073,LARIAT,50,Fiber to the Premises,14975,14975
280078,"Horizon Cable TV, Inc.",40,Cable,3508,3508
290004,"AtLink Services, LLC",50,Fiber to the Premises,693074,693074
290006,"AirFiber, Inc.",70,Unlicensed Fixed Wireless,42886,42886
290007,Alamo Broadband Inc.,50,Fiber to the Premises,69406,68709
290008,AlignTec Inc.,50,Fiber to the Premises,17871,0
290010,AMG Technology Investment Group LLC,50,Fiber to the Premises,3630701,3630701
290015,"Bear River Communications, LLC",70,Unlicensed Fixed Wireless,10382,9798
290016,"Believe Wireless, LLC",50,Fiber to the Premises,790285,790285
290018,Pocomoke Holdings,50,Fiber to the Premises,349510,349510
290031,"Computer Techniques, Inc.",50,Fiber to the Premises,27599,27599
290037,"Digital Connections, Inc.",50,Fiber to the Premises,11184,11184
290039,"DMCI Broadband, LLC",50,Fiber to the Premises,27558,26648
290042,"Electronic Corporate Pages, Inc.",70,Unlicensed Fixed Wireless,136706,136706
290052,In The Stix Broadband LLC,50,Fiber to the Premises,71726,70973
290053,Innovative Financial Technologies LLC,10,Copper,147314,146313
290057,"Interstate Wireless, Inc.",70,Unlicensed Fixed Wireless,4754,0
290058,JMZ Corporation,50,Fiber to the Premises,214390,214390
290061,Lake Region Technology & Communications LLC,50,Fiber to the Premises,29295,29295
290065,ISP Industries LLC,70,Unlicensed Fixed Wireless,1088280,1088280
290074,Northern Arapaho Tribal Industries,50,Fiber to the Premises,14281,14281
290075,Northwest Open Access Network,50,Fiber to the Premises,3108,2826
290079,"Portative Technologies, LLC",70,Unlicensed Fixed Wireless,4490,4490
290087,Rural Broadband Network Services LLC,70,Unlicensed Fixed Wireless,1149,210
290088,San Diego Broadband,70,Unlicensed Fixed Wireless,308948,376334
290091,SmartBurst LLC,70,Unlicensed Fixed Wireless,6124,6103
290093,"Declaration Networks Group, Inc.",40,Cable,199438,199438
290097,"Splash Wireless Internet, LLC",70,Unlicensed Fixed Wireless,36885,36884
290099,"Taos Net, LLC",70,Unlicensed Fixed Wireless,17551,17551
290103,TELE-PAGE Inc.,70,Unlicensed Fixed Wireless,671,671
290105,Television Association of Republic,40,Cable,2087,2087
290106,The Junction Internet LLC,50,Fiber to the Premises,97208,97208
290108,Tnet Broadband Internet,70,Unlicensed Fixed Wireless,5684,1850
290111,"Viasat, Inc.",60,GSO Satellite,129968036,162566550
290118,Webformix Company,70,Unlicensed Fixed Wireless,53444,2
290121,Wificow Wyoming Corporation,70,Unlicensed Fixed Wireless,83,83
290123,Fluid-Blu Technologies,70,Unlicensed Fixed Wireless,13723,13723
290128,"Kern Valley Wireless, Inc.",70,Unlicensed Fixed Wireless,8119,8039
300005,"Acme Communications, Inc.",50,Fiber to the Premises,2386,2386
300008,"Airosurf Communications, Inc.",70,Unlicensed Fixed Wireless,65595,65595
300010,"Anvil Communications, Inc.",70,Unlicensed Fixed Wireless,5493,0
300015,City of Bagley,40,Cable,907,282
300016,"Basin 2 Way Radio, Inc.",70,Unlicensed Fixed Wireless,371,0
300019,"Bluespan Wireless, LLC",70,Unlicensed Fixed Wireless,43249,43249
300020,Borealis Broadband Inc.,70,Unlicensed Fixed Wireless,100829,100829
300024,"Brolly Communications, Inc.",70,Unlicensed Fixed Wireless,8260,8191
300025,Hilbert Communications LLC,50,Fiber to the Premises,958053,958053
300027,"CTI Networks, Inc.",70,Unlicensed Fixed Wireless,243510,243510
300029,Cirra Networks,70,Unlicensed Fixed Wireless,77780,75070
300031,City of Monticello,50,Fiber to the Premises,6028,6028
300034,Communications Management Group LLC,50,Fiber to the Premises,0,749
300042,"Critical Hub Networks, Inc.",50,Fiber to the Premises,135949,135949
300043,Cruzio Internet,50,Fiber to the Premises,156891,156891
300044,GI DI Vertigo Acquisition LLC,50,Fiber to the Premises,0,4795
300049,Eastern Shore of Virginia Broadband Authority,50,Fiber to the Premises,25919,25919
300057,"Fatbeam Holdings, LLC",50,Fiber to the Premises,12979,1098
300066,Hunter Communications & Technologies LLC,40,Cable,178341,178341
300069,Freeway Networks LLC,70,Unlicensed Fixed Wireless,543,0
300074,Jo-Carroll Electric Cooperative Inc.,50,Fiber to the Premises,35074,35073
300077,"Kansas Broadband Internet, Inc.",70,Unlicensed Fixed Wireless,26646,0
300078,Windfield Enterprises LLC,71,Licensed Fixed Wireless,460173,460173
300079,"King Street Wireless, LP",71,Licensed Fixed Wireless,34,34
300083,Local Internet Service Company,50,Fiber to the Premises,3648,3648
300085,"Tower Bridge Mobile Holdings, LLC",71,Licensed Fixed Wireless,47613,47613
300086,MCNC,50,Fiber to the Premises,0,582
300087,Marshall Municipal Utilities,50,Fiber to the Premises,7039,7039
300091,Midwest Energy Cooperative,50,Fiber to the Premises,97581,97581
300092,"Mission Valley Communications, LLC",70,Unlicensed Fixed Wireless,17988,17988
300093,Mosier WiNet LLC,50,Fiber to the Premises,797,809
300097,"XTel Communications, Inc.",10,Copper,0,2059
300103,"NetFortris Acquisition Co., Inc.",50,Fiber to the Premises,0,2370
300107,"Night Owl Wireless, LLC",50,Fiber to the Premises,2121,2121
300110,Mohawk Networks LLC,50,Fiber to the Premises,1275,256
300111,"Northern Network Concepts, Inc.",70,Unlicensed Fixed Wireless,7694,7694
300112,Okanogan County PUD No. 1,50,Fiber to the Premises,16275,16068
300113,Orange S.A.,50,Fiber to the Premises,0,24
300116,"Pasty.net, Inc.",70,Unlicensed Fixed Wireless,1154,1154
300117,"Peak WiFi, LLC",70,Unlicensed Fixed Wireless,2280,2280
300118,Princeton Electric Plant Board,50,Fiber to the Premises,40,249
300120,"Professional Value Internet Services, LLC",50,Fiber to the Premises,70907,70907
300125,"Richon, Inc.",70,Unlicensed Fixed Wireless,24443,24443
300131,Router12 Networks LLC,40,Cable,32415,7289
300132,Royce's Electronics Inc.,70,Unlicensed Fixed Wireless,18311,18311
300135,SDN Communications,50,Fiber to the Premises,0,3535
300136,SDWISP,70,Unlicensed Fixed Wireless,946,0
300138,"SS Ventures, Inc.",50,Fiber to the Premises,3434,2298
300144,"Siuslaw Broadband, LLC",50,Fiber to the Premises,4990,4969
300149,Southwest Minnesota Broadband Services,50,Fiber to the Premises,4374,4374
300150,"Stratus Networks, Inc.",50,Fiber to the Premises,0,135949
300159,"Texas CellNet, Inc.",70,Unlicensed Fixed Wireless,8368,7879
300160,"Texhoma Wireless, LLC",70,Unlicensed Fixed Wireless,40966,40966
300164,"Unified Communications, Inc.",50,Fiber to the Premises,47439,47439
300168,VVD Funding LLC,50,Fiber to the Premises,17774,17774
300169,"Virginia Broadband, LLC",70,Unlicensed Fixed Wireless,65776,65776
300170,"Virginia Everywhere, LLC",50,Fiber to the Premises,135571,135571
300171,"Visionary Communications, Inc.",50,Fiber to the Premises,437763,437763
300172,Wireless Internet Corporation,70,Unlicensed Fixed Wireless,63589,63589
300173,WISPRENN,70,Unlicensed Fixed Wireless,98416,98416
300180,"rNetworks, LLC",70,Unlicensed Fixed Wireless,20906,20906
300181,"BEH Communications, LLC",70,Unlicensed Fixed Wireless,9465,9465
300182,Bridger Valley Electric Association Inc.,70,Unlicensed Fixed Wireless,2977,0
300186,ICS Advanced Technologies,50,Fiber to the Premises,3299,0
300187,RC Wireless Inc.,70,Unlicensed Fixed Wireless,38087,38087
300188,Standing Rock Sioux Tribe,71,Licensed Fixed Wireless,4465,1888
300191,"Trailblazer Holdco, LLC",10,Copper,351184,36766
300192,"USConnect Holdings, Inc.",10,Copper,81123,81123
300194,Interlakes Wireless LLC,70,Unlicensed Fixed Wireless,2483,2289
300205,Ruhl Moore Technologies,70,Unlicensed Fixed Wireless,46,46
310000,Brick Skirt Holdings,10,Copper,26803,19515
310006,Ampersand Technologies LLC,70,Unlicensed Fixed Wireless,153138,152278
310013,Blue Ridge Mountain Electric Membership Corporation,50,Fiber to the Premises,22148,22148
310014,"Blue River Networks, Inc.",70,Unlicensed Fixed Wireless,1096,1096
310015,California Internet,71,Licensed Fixed Wireless,0,3061523
310017,Cascades Digital Forensics LLC,50,Fiber to the Premises,38530,38530
310018,"CCT Telecommunications, Inc.",70,Unlicensed Fixed Wireless,0,328
310022,City of Sandersville,50,Fiber to the Premises,2,114
310023,"Clarity Telecom, LLC",10,Copper,416286,119686
310024,"Clearnetworx, LLC",10,Copper,55634,55634
310026,"Sinch US Holding, Inc.",10,Copper,0,493
310027,"Conifer Communications, Inc.",70,Unlicensed Fixed Wireless,44962,44962
310033,Demopolis CATV Co.,40,Cable,3885,3885
310036,E.L. Automation Inc.,40,Cable,11285,11285
310037,TXOL Internet Inc.,70,Unlicensed Fixed Wireless,11050,11050
310040,Gtek Communications,70,Unlicensed Fixed Wireless,242041,242041
310041,Habersham Electric Membership Corporation,50,Fiber to the Premises,35527,35527
310042,"Helmsco, Inc.",70,Unlicensed Fixed Wireless,70152,70152
310045,Iron River Cooperative TV Antenna Corp,40,Cable,2738,2738
310052,"Network Professionals, Inc.",70,Unlicensed Fixed Wireless,26104,26104
310053,New Source Broadband I LLC,70,Unlicensed Fixed Wireless,31173,31173
310059,"Redburn Infrastructure, LLC",50,Fiber to the Premises,2188,2188
310061,"Salish Networks, Inc.",10,Copper,2653,251
310062,Sebewaing Light and Water,50,Fiber to the Premises,1085,87
310063,Signal West LLC,50,Fiber to the Premises,60876,60876
310065,"Softcom Internet Communications, Inc.",72,LBR Fixed Wireless,51380,4968
310066,"Surf Air Wireless, LLC",50,Fiber to the Premises,377892,377892
310067,Surfnet Communications,71,Licensed Fixed Wireless,97026,97026
310078,"Velocity.Net Communications, Inc.",50,Fiber to the Premises,24720,21367
310079,Verso Networks Inc.,70,Unlicensed Fixed Wireless,4454,1333
310082,WaveLinc Communications LLC,50,Fiber to the Premises,16244,16244
310085,Istari Holdings LLC,70,Unlicensed Fixed Wireless,81872,81872
310088,Zulu Internet Inc.,70,Unlicensed Fixed Wireless,5158,5158
310092,"Town of Concord, Massachusetts",50,Fiber to the Premises,5445,844
310094,"Arrowhead Electric Cooperative, Inc.",50,Fiber to the Premises,6573,6573
310096,"VGI Technology, Inc.",50,Fiber to the Premises,98323,98323
320007,Aptitude Internet LLC,50,Fiber to the Premises,5929,845
320013,"B&B Communications, Ltd.",70,Unlicensed Fixed Wireless,52474,6122
320014,Backroads Broadband,70,Unlicensed Fixed Wireless,10743,10743
320018,Brown Dog Networks LLC,70,Unlicensed Fixed Wireless,856461,856461
320031,"Country Wireless, LLC",50,Fiber to the Premises,56276,56276
320039,Morrison Global,0,Other,0,41
320045,Giggle Fiber LLC,40,Cable,38673,38673
320047,"Greenlight Networks, LLC",50,Fiber to the Premises,304926,227927
320049,"High Mountain Farm, LLC",50,Fiber to the Premises,1328,1328
320050,Hilltown Networks,70,Unlicensed Fixed Wireless,450,314
320051,"HPAZ.net, LLC",70,Unlicensed Fixed Wireless,14605,14124
320053,Illinois Electric Cooperative,50,Fiber to the Premises,36589,36589
320055,"Internet Services, LLC",70,Unlicensed Fixed Wireless,492208,0
320056,"Island Networks, LLC",50,Fiber to the Premises,6065,6065
320057,iWiSP LLC,50,Fiber to the Premises,12603,12307
320059,"Last Mile Wireless, LLC",70,Unlicensed Fixed Wireless,11135,11135
320062,Mojavewifi.com LLC,70,Unlicensed Fixed Wireless,31157,31157
320075,"Prairie Hills Wireless, LLC",70,Unlicensed Fixed Wireless,5771,5771
320080,"SBT Internet, Inc.",70,Unlicensed Fixed Wireless,173,12
320081,SkyHi Corp.,70,Unlicensed Fixed Wireless,25522,25522
320082,SkyNet Communications of Kentucky LLC,70,Unlicensed Fixed Wireless,1612,1612
320084,Small Business Solutions Group LLC,50,Fiber to the Premises,9847,9791
320088,"Stratosnet Technologies, Inc.",70,Unlicensed Fixed Wireless,259762,259762
320090,Complete Computers,70,Unlicensed Fixed Wireless,591,591
320091,"Coba Systems, LLC",40,Cable,11542,11542
320093,The Laffoon Corporation,50,Fiber to the Premises,2533,2533
320094,"Total Radio Service, Inc.",70,Unlicensed Fixed Wireless,2408,2408
320113,"New Era Broadband, LLC",70,Unlicensed Fixed Wireless,5332,5066
320114,"TISD, Inc.",70,Unlicensed Fixed Wireless,107434,107434
320115,"Centre WISP Venture Company, LLC",50,Fiber to the Premises,17555,17555
320116,"Hawaii Dialogix Telecom, LLC",10,Copper,3632,4133
320117,"Hot Spot Broadband, Inc.",70,Unlicensed Fixed Wireless,324401,324401
320118,Inland Development Corporation,50,Fiber to the Premises,0,1408
320126,"Spring City Cable TV, Inc.",40,Cable,5615,5615
320127,Safelink Internet,50,Fiber to the Premises,434975,434975
330002,Service Electric Television Inc.,40,Cable,559053,559539
330004,"AirFiber WISP, LLC",70,Unlicensed Fixed Wireless,880839,880838
330006,"ANTS-Technology, Inc.",50,Fiber to the Premises,4978,5138
330010,Byte Networking LLC,50,Fiber to the Premises,619,619
330013,City of Ocala,50,Fiber to the Premises,153,93
330023,"Echo IT Consulting, LLC",70,Unlicensed Fixed Wireless,35,0
330025,Uniti Group Inc.,50,Fiber to the Premises,0,25775
330031,Franklin Electric Plant Board,50,Fiber to the Premises,7250,7250
330035,Go Bee Wireless LLC,70,Unlicensed Fixed Wireless,15,15
330042,Kelly Supply Company,70,Unlicensed Fixed Wireless,448,23
